MasterID,Mag,Magerr,RA,Dec,MJD,Blend
1101016021871,17.96,0.17,42.37055, 1.15708,55073.40414,0
1101016021871,17.84,0.18,42.37008, 1.15710,55073.40859,0
1101016021871,18.48,0.23,42.37010, 1.15684,55073.41307,0
1101016021871,18.15,0.12,42.37000, 1.15682,55180.15574,0
1101016021871,18.36,0.13,42.37031, 1.15682,55180.16261,0
1101016021871,18.18,0.12,42.37025, 1.15690,55180.16954,0
1101016021871,18.22,0.12,42.37009, 1.15694,55180.17644,0
1101016021871,18.55,0.20,42.37043, 1.15697,54867.13398,0
1101016021871,18.40,0.18,42.37021, 1.15665,54867.13944,0
1101016021871,18.32,0.18,42.37034, 1.15684,54867.14496,0
1101016021871,18.16,0.16,42.37028, 1.15670,54867.15049,0
1101016021871,18.17,0.12,42.37003, 1.15680,54881.13536,0
1101016021871,18.51,0.14,42.37018, 1.15691,54881.14126,0
1101016021871,18.13,0.12,42.37017, 1.15703,54881.14728,0
1101016021871,18.11,0.12,42.37014, 1.15679,54881.15333,0
1101016021871,18.20,0.12,42.37036, 1.15685,55143.32099,0
1101016021871,18.27,0.13,42.37010, 1.15689,55143.32763,0
1101016021871,18.28,0.13,42.37008, 1.15681,55143.33414,0
